extracted_date,text,RIGNUM,JOBNUM,JobType,SYSTEM,COMPONENT,column_basic_processing,negative_tokens_,positive_lists_,neutral_lists_,negative_pos_,positive_pos_,neutral_pos_,taxo_token_treat_text,number_of_positive,number_of_negative,number_of_neutral,combined_neu_pos_neg,sentence_lenght,predicted_score_khat_bayes,predicted_score_khat,predicted_score_PMI,predicted_score_khat_bayes_sclaed_neutral
2017-04-17 19:09:35, 1. Made sure that the AC Motor meets conditions listed below and no issues found no dirt or debris around motor no cracks to motor housing nameplate is present and legible 2.3 &4. These task weren't accomplished as they pumps weren't running.There is same 30 day job coming up in 4 days and this will be taken care during that time. 5. Made sure that the motor heaters are operating correctly. 6. Visually examined motor blower vent and ducting for conditions listed below and no issues found. damage dirt debris build up 7. No screens for these blowers. 8.This tasks isn't applicable for these systems. 9. Made sure that all bolts are present on components listed below: Junction Box Covers Inspection Covers Motor Mounting 10. this task wasn't requred. 11. Visually examined all cables for conditions listed below and no issues found: mechanical damage nicks cuts kinks cable is secure in gland 12. Visually examined glands for conditions listed below and no issues to be reported. mechanical damage corrosion thread damage 13. Made sure that there is no damage to earth bonds.----------,222,2220014161072,Prevent Maint,HPMS,MTR,made sure that the ac motor meets conditions listed below and no issues found no dirt or debris around motor no cracks to motor housing nameplate is present and legible these task werent accomplished as they pumps werent runningthere is same day job coming up in days and this will be taken care during that time made sure that the motor heaters are operating correctly visually examined motor blower vent and ducting for conditions listed below and no issues found damage dirt debris build up no screens for these blowers this tasks isnt applicable for these systems made sure that all bolts are present on components listed below junction box covers inspection covers motor mounting this task wasnt requred visually examined all cables for conditions listed below and no issues found mechanical damage nicks cuts kinks cable is secure in gland visually examined glands for conditions listed below and no issues to be reported mechanical damage corrosion thread damage made sure that there is no damage to earth bonds,"[('issues', 'found'), ('will', 'be'), ('time', 'made'), ('systems', 'made'), ('wasnt', 'requred'), ('issues', 'found'), ('to', 'be', 'reported'), ('damage', 'made')]","[('same', 'day', 'job'), ('is', 'secure'), ('mechanical', 'damage', 'corrosion')]","[('made', 'sure'), ('ac', 'motor'), ('no', 'dirt'), ('is', 'present'), ('these', 'task'), ('is', 'same'), ('taken', 'care'), ('that', 'time'), ('the', 'motor'), ('are', 'operating'), ('examined', 'motor'), ('found', 'damage'), ('motor', 'mounting'), ('this', 'task'), ('mechanical', 'damage'), ('mechanical', 'damage'), ('no', 'damage')]","[('NNS', 'VBD'), ('MD', 'VB'), ('NN', 'VBD'), ('NNS', 'VBD'), ('NN', 'VBD'), ('NNS', 'VBD'), ('TO', 'VB', 'VBN'), ('NN', 'VBD')]","[('JJ', 'NN', 'NN'), ('VBZ', 'VBN'), ('JJ', 'NN', 'NN')]","[('VBN', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('VBZ', 'JJ'), ('DT', 'NN'), ('VBZ', 'JJ'), ('VBN', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('VBP', 'VBG'), ('VBN', 'NN'), ('VBN', 'NN'), ('VBP', 'VBG'), ('DT', 'NN'), ('JJ', 'NN'), ('JJ', 'NN'), ('DT', 'NN')]",made sure that the ac motor meets conditions listed below and no_issues_found no_dirt or debris_around_motor no cracks to motor housing nameplate is_present and legible these task werent accomplished as they pumps werent runningthere is_same day job coming up in days and this will_be_taken care during that time made sure that the motor heaters are operating correctly visually_examined motor blower vent and ducting for conditions listed below and no_issues_found damage dirt debris build up no screens for these blowers this tasks isnt applicable for these systems made sure that all bolts are present on components listed below_junction box covers inspection covers motor mounting this task wasnt requred visually_examined all cables for conditions listed below and no_issues_found mechanical damage nicks_cuts kinks cable is_secure in gland visually_examined glands for conditions listed below and no issues to_be_reported mechanical damage corrosion thread damage_made sure that there is no_damage to earth bonds,3,5,11,"[11, 3, 5]",146,-0.010876582236721494,-0.010876582236721489,-0.10640600235254566,-0.000989
2017-03-26 02:26:13, 1 The motor vents is good no damage or debris on it. 2 Have a louver and is ok no damage and clean. 3 N/A 4 The duct is free from dust or rust or damage is ok. 5. N/A 6 N/A.----------,222,2220014161073,Prevent Maint,HPMS,MTR,the motor vents is good no damage or debris on it have a louver and is ok no damage and clean n a the duct is free from dust or rust or damage is ok n a n a,[],[],"[('the', 'motor'), ('is', 'good'), ('no', 'damage'), ('a', 'louver'), ('is', 'ok'), ('no', 'damage'), ('clean', 'n'), ('the', 'duct'), ('is', 'free'), ('is', 'ok'), ('a', 'n')]",[],[],"[('DT', 'NN'), ('VBZ', 'JJ'), ('DT', 'NN'), ('DT', 'NN'), ('VBZ', 'JJ'), ('DT', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('VBZ', 'JJ'), ('VBZ', 'JJ'), ('DT', 'NN')]",the motor vents is_good no_damage or debris on it have a louver and is_ok no_damage and clean n a the duct is free from dust or rust or damage is_ok n a n a,0,0,6,"[6, 0, 0]",34,0.0,0.0,0.08569775857677006,0.0
2017-04-17 21:40:54, Visually observed condition of the blower no damages dirt or debris found. There is no filter installed on place. The duct is free from rust dirt leaks and damages after checks. Put in local all blowers and start motors for vibration found small vibration on: Mud Pump #1Blower motor #1 Mud Pump #2Blower motor #2 Mud Pump #4Blower motor #1 (Need to monitor and checked in the next PM).,222,2220014161073,Prevent Maint,HPMS,MTR,visually observed condition of the blower no damages dirt or debris found there is no filter installed on place the duct is free from rust dirt leaks and damages after checks put in local all blowers and start motors for vibration found small vibration on mud pump blower motor mud pump blower motor mud pump blower motor need to monitor and checked in the next pm,"[('vibration', 'found')]","[('from', 'rust', 'dirt')]","[('observed', 'condition'), ('the', 'blower'), ('no', 'filter'), ('the', 'duct'), ('is', 'free'), ('rust', 'dirt'), ('small', 'vibration'), ('next', 'pm')]","[('NN', 'VBD')]","[('IN', 'JJ', 'NN')]","[('JJ', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('VBZ', 'JJ'), ('JJ', 'NN'), ('JJ', 'NN'), ('JJ', 'NN')]",visually observed condition of the blower no damages_dirt or debris_found there is no filter_installed on place the duct is free from rust dirt leaks and damages after checks put in local all blowers and start motors for vibration found small vibration_on_mud pump blower motor mud pump blower motor mud pump blower motor need to monitor and checked in the next pm,1,3,2,"[2, 1, 3]",61,-0.0011046920465451675,-0.0011046920465451835,0.05480380374022822,-0.000552
2017-04-17 21:40:54, Visually observed condition of the blower no damages dirt or debris found. There is no filter installed on place. The duct is free from rust dirt leaks and damages after checks. Put in local all blowers and start motors for vibration found small vibration on: Mud Pump #1Blower motor #1 Mud Pump #2Blower motor #2 Mud Pump #4Blower motor #1 (Need to monitor and checked in the next PM).----------,222,2220014161073,Prevent Maint,HPMS,MTR,visually observed condition of the blower no damages dirt or debris found there is no filter installed on place the duct is free from rust dirt leaks and damages after checks put in local all blowers and start motors for vibration found small vibration on mud pump blower motor mud pump blower motor mud pump blower motor need to monitor and checked in the next pm,"[('vibration', 'found')]","[('from', 'rust', 'dirt')]","[('observed', 'condition'), ('the', 'blower'), ('no', 'filter'), ('the', 'duct'), ('is', 'free'), ('rust', 'dirt'), ('small', 'vibration'), ('next', 'pm')]","[('NN', 'VBD')]","[('IN', 'JJ', 'NN')]","[('JJ', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('VBZ', 'JJ'), ('JJ', 'NN'), ('JJ', 'NN'), ('JJ', 'NN')]",visually observed condition of the blower no damages_dirt or debris_found there is no filter_installed on place the duct is free from rust dirt leaks and damages after checks put in local all blowers and start motors for vibration found small vibration_on_mud pump blower motor mud pump blower motor mud pump blower motor need to monitor and checked in the next pm,1,3,2,"[2, 1, 3]",61,-0.0011046920465451675,-0.0011046920465451835,0.05480380374022822,-0.000552
2017-03-26 02:26:13, 1 The motor vents is good no damage or debris on it. 2 Have a louver and is ok no damage and clean. 3 N/A 4 The duct is free from dust or rust or damage is ok. 5. N/A 6 N/A.,222,2220014161073,Prevent Maint,HPMS,MTR,the motor vents is good no damage or debris on it have a louver and is ok no damage and clean n a the duct is free from dust or rust or damage is ok n a n a,[],[],"[('the', 'motor'), ('is', 'good'), ('no', 'damage'), ('a', 'louver'), ('is', 'ok'), ('no', 'damage'), ('clean', 'n'), ('the', 'duct'), ('is', 'free'), ('is', 'ok'), ('a', 'n')]",[],[],"[('DT', 'NN'), ('VBZ', 'JJ'), ('DT', 'NN'), ('DT', 'NN'), ('VBZ', 'JJ'), ('DT', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('VBZ', 'JJ'), ('VBZ', 'JJ'), ('DT', 'NN')]",the motor vents is_good no_damage or debris on it have a louver and is_ok no_damage and clean n a the duct is free from dust or rust or damage is_ok n a n a,0,0,6,"[6, 0, 0]",34,0.0,0.0,0.08569775857677006,0.0
2017-05-06 10:39:01, all the task steps been addressed and completed 1.checked all the AC drive motor .AC Motor meets conditions listed below: no dirt or debris around motor no cracks to motor housing 2. Listen to AC Motor for abnormal noises.no noise found during the operation 3. Felt AC Motor for abnormal vibrations.no abnormal vibration found 4. Recorded temperature readings of both Drive End (DE) and NonDrive End (NDE) bearings if accessible. 5. motor heater is operating correctly.pulling 0.5 amp 6. Visually examine motor blower vent and ducting for conditions listed below: NO damage NO dirt NO debris build up 7. Cleaned filters as required. 8. Made sure that all bolts are present on components listed below: Junction Box Covers Inspection Covers Motor Mounting 09. Visually examined all cables for conditions listed below: NO mechanical damage NO nicks NO cuts NO kinks cables are secured in gland 10. Visually examined glands for conditions listed below: NO mechanical damage NO corrosion NO thread damage 11. there is no damage to earth bonds,222,2220014162612,Prevent Maint,HPMS,MTR,all the task steps been addressed and completed checked all the ac drive motor ac motor meets conditions listed below no dirt or debris around motor no cracks to motor housing listen to ac motor for abnormal noisesno noise found during the operation felt ac motor for abnormal vibrationsno abnormal vibration found recorded temperature readings of both drive end de and nondrive end nde bearings if accessible motor heater is operating correctlypulling amp visually examine motor blower vent and ducting for conditions listed below no damage no dirt no debris build up cleaned filters as required made sure that all bolts are present on components listed below junction box covers inspection covers motor mounting visually examined all cables for conditions listed below no mechanical damage no nicks no cuts no kinks cables are secured in gland visually examined glands for conditions listed below no mechanical damage no corrosion no thread damage there is no damage to earth bonds,"[('noise', 'found'), ('operation', 'felt'), ('vibration', 'found')]","[('ac', 'drive', 'motor'), ('for', 'abnormal', 'vibrationsno'), ('drive', 'end', 'de'), ('nondrive', 'end', 'nde'), ('if', 'accessible', 'motor'), ('examine', 'motor', 'blower')]","[('the', 'task'), ('ac', 'drive'), ('ac', 'motor'), ('no', 'dirt'), ('noisesno', 'noise'), ('the', 'operation'), ('ac', 'motor'), ('abnormal', 'vibrationsno'), ('abnormal', 'vibration'), ('recorded', 'temperature'), ('drive', 'end'), ('nondrive', 'end'), ('accessible', 'motor'), ('examine', 'motor'), ('no', 'damage'), ('no', 'dirt'), ('no', 'debris'), ('motor', 'mounting'), ('mechanical', 'damage'), ('mechanical', 'damage'), ('no', 'corrosion'), ('thread', 'damage'), ('no', 'damage')]","[('NN', 'VBD'), ('NN', 'VBD'), ('NN', 'VBD')]","[('JJ', 'NN', 'NN'), ('IN', 'JJ', 'NN'), ('JJ', 'NN', 'NN'), ('JJ', 'NN', 'NN'), ('IN', 'JJ', 'NN'), ('JJ', 'NN', 'NN')]","[('DT', 'NN'), ('JJ', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('JJ', 'NN'), ('JJ', 'NN'), ('JJ', 'NN'), ('JJ', 'NN'), ('JJ', 'NN'), ('JJ', 'NN'), ('JJ', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('VBP', 'VBG'), ('JJ', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('JJ', 'NN'), ('DT', 'NN')]",all the task steps been addressed and completed checked all the ac drive motor ac motor meets conditions listed below no_dirt or debris_around_motor no cracks to motor housing listen to ac motor for abnormal noisesno noise_found during the operation felt ac motor for abnormal vibrationsno abnormal vibration found recorded temperature readings of both drive end de and nondrive end nde bearings if accessible motor heater is_operating correctlypulling amp visually_examine motor blower vent and ducting for conditions listed below no_damage no_dirt no_debris build up cleaned filters as required made sure that all bolts are present on components listed below_junction box covers inspection covers motor mounting visually_examined all cables for conditions listed below no_mechanical damage no nicks no_cuts no kinks cables are_secured in gland visually_examined glands for conditions listed below no_mechanical damage no_corrosion no thread damage there is no_damage to earth bonds,3,6,15,"[15, 3, 6]",140,-0.019977433450345052,-0.05731697504475866,-0.18283972701643136,-0.001332
2017-06-21 07:58:14, Motor luricated in both bearings 40 shots each. Job closed.----------,222,2220014163726,Prevent Maint,HPMS,MTR,motor luricated in both bearings shots each job closed,"[('job', 'closed')]",[],"[('each', 'job')]","[('NN', 'VBD')]",[],"[('DT', 'NN')]",motor luricated in both bearings shots each job_closed,1,0,0,"[0, 1, 0]",8,0.005269853977294074,0.005269853977293936,0.5372782584527848,0.00527
2017-06-03 03:29:08, 1. the AC Motor maintains hazardous area ok 2. While AC Motor was not running at moment 3. examined AC Motor junction box cover and make sure that all fasteners were in place. 5. all were that AC Motor foundation fasteners are secure. 6 . the supply cable circuit ID marker was in place. 6. Measure AC Motor earth bonding and was 0.1 ohms. 7. were the ground connection is in good condition and free from corrosion. 8. was the AC Motor lifting point threads are free from and protected against corrosion. 9.& 10. No remote start stop for these motors. 11. The drives of these motors are water cooled the motor is air cooled and they ay are OK. 12. n/a 13. was the motor heater is working properly using an ammeter. 14 n/a 15 removed the covers 16 examied 17 cleaned inside 18 was in good condition 19 blow the air inside motor 20 all are in good condition 21 checked is working proper 22 all are tight ok 24 no damaged found 25 26 no possible check because the motor was stopped 27 all tools are removed 28 was working proper 29 was ok 30 was not gresed because need to be running the motors,222,2220014163726,Prevent Maint,HPMS,MTR,the ac motor maintains hazardous area ok while ac motor was not running at moment examined ac motor junction box cover and make sure that all fasteners were in place all were that ac motor foundation fasteners are secure the supply cable circuit id marker was in place measure ac motor earth bonding and was ohms were the ground connection is in good condition and free from corrosion was the ac motor lifting point threads are free from and protected against corrosion no remote start stop for these motors the drives of these motors are water cooled the motor is air cooled and they ay are ok n a was the motor heater is working properly using an ammeter n a removed the covers examied cleaned inside was in good condition blow the air inside motor all are in good condition checked is working proper all are tight ok no damaged found no possible check because the motor was stopped all tools are removed was working proper was ok was not gresed because need to be running the motors,"[('motor', 'was'), ('moment', 'examined'), ('fasteners', 'were'), ('marker', 'was'), ('corrosion', 'was'), ('water', 'cooled'), ('covers', 'examied'), ('inside', 'was'), ('motor', 'was'), ('proper', 'was'), ('ok', 'was')]","[('hazardous', 'area', 'ok'), ('while', 'ac', 'motor'), ('ac', 'motor', 'junction'), ('that', 'ac', 'motor'), ('in', 'good', 'condition'), ('remote', 'start', 'stop'), ('in', 'good', 'condition'), ('in', 'good', 'condition')]","[('the', 'ac'), ('maintains', 'hazardous'), ('ac', 'motor'), ('ac', 'motor'), ('ac', 'motor'), ('the', 'supply'), ('the', 'ground'), ('good', 'condition'), ('ac', 'motor'), ('remote', 'start'), ('the', 'motor'), ('the', 'motor'), ('an', 'ammeter'), ('cleaned', 'inside'), ('good', 'condition'), ('the', 'air'), ('good', 'condition'), ('possible', 'check'), ('the', 'motor'), ('gresed', 'because')]","[('NN', 'VBD'), ('NN', 'VBD'), ('NNS', 'VBD'), ('NN', 'VBD'), ('NN', 'VBD'), ('NN', 'VBD'), ('NNS', 'VBD'), ('NN', 'VBD'), ('NN', 'VBD'), ('NN', 'VBD'), ('NN', 'VBD')]","[('JJ', 'NN', 'NN'), ('IN', 'JJ', 'NN'), ('JJ', 'NN', 'NN'), ('IN', 'JJ', 'NN'), ('IN', 'JJ', 'NN'), ('JJ', 'NN', 'NN'), ('IN', 'JJ', 'NN'), ('IN', 'JJ', 'NN')]","[('DT', 'NN'), ('VBZ', 'JJ'), ('JJ', 'NN'), ('JJ', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('JJ', 'NN'), ('JJ', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('JJ', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('JJ', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('VBN', 'RB')]",the ac motor maintains hazardous area ok while ac motor_was not running at moment examined ac motor junction box cover and make sure that all_fasteners_were in_place all_were that ac motor foundation fasteners are_secure the supply cable circuit id marker was in_place measure ac motor earth bonding and was ohms were the ground connection is in_good_condition and free from corrosion was the ac motor lifting point threads are free from and protected against_corrosion no remote start stop for these motors the drives of these motors are water_cooled the motor is air cooled and they ay are ok n a was the motor heater is_working properly using an ammeter n a removed the covers examied cleaned inside was in_good_condition blow the air inside motor all are in_good_condition checked is_working proper all are tight ok no damaged found no_possible check because the motor_was stopped all tools are_removed was working proper was ok was not gresed because need to be running the motors,6,3,19,"[19, 6, 3]",159,0.015677295641036978,0.027472176470383736,0.26303791970340734,0.000825
2017-06-03 03:29:08, 1. the AC Motor maintains hazardous area ok 2. While AC Motor was not running at moment 3. examined AC Motor junction box cover and make sure that all fasteners were in place. 5. all were that AC Motor foundation fasteners are secure. 6 . the supply cable circuit ID marker was in place. 6. Measure AC Motor earth bonding and was 0.1 ohms. 7. were the ground connection is in good condition and free from corrosion. 8. was the AC Motor lifting point threads are free from and protected against corrosion. 9.& 10. No remote start stop for these motors. 11. The drives of these motors are water cooled the motor is air cooled and they ay are OK. 12. n/a 13. was the motor heater is working properly using an ammeter. 14 n/a 15 removed the covers 16 examied 17 cleaned inside 18 was in good condition 19 blow the air inside motor 20 all are in good condition 21 checked is working proper 22 all are tight ok 24 no damaged found 25 26 no possible check because the motor was stopped 27 all tools are removed 28 was working proper 29 was ok 30 was not gresed because need to be running the motors----------,222,2220014163726,Prevent Maint,HPMS,MTR,the ac motor maintains hazardous area ok while ac motor was not running at moment examined ac motor junction box cover and make sure that all fasteners were in place all were that ac motor foundation fasteners are secure the supply cable circuit id marker was in place measure ac motor earth bonding and was ohms were the ground connection is in good condition and free from corrosion was the ac motor lifting point threads are free from and protected against corrosion no remote start stop for these motors the drives of these motors are water cooled the motor is air cooled and they ay are ok n a was the motor heater is working properly using an ammeter n a removed the covers examied cleaned inside was in good condition blow the air inside motor all are in good condition checked is working proper all are tight ok no damaged found no possible check because the motor was stopped all tools are removed was working proper was ok was not gresed because need to be running the motors,"[('motor', 'was'), ('moment', 'examined'), ('fasteners', 'were'), ('marker', 'was'), ('corrosion', 'was'), ('water', 'cooled'), ('covers', 'examied'), ('inside', 'was'), ('motor', 'was'), ('proper', 'was'), ('ok', 'was')]","[('hazardous', 'area', 'ok'), ('while', 'ac', 'motor'), ('ac', 'motor', 'junction'), ('that', 'ac', 'motor'), ('in', 'good', 'condition'), ('remote', 'start', 'stop'), ('in', 'good', 'condition'), ('in', 'good', 'condition')]","[('the', 'ac'), ('maintains', 'hazardous'), ('ac', 'motor'), ('ac', 'motor'), ('ac', 'motor'), ('the', 'supply'), ('the', 'ground'), ('good', 'condition'), ('ac', 'motor'), ('remote', 'start'), ('the', 'motor'), ('the', 'motor'), ('an', 'ammeter'), ('cleaned', 'inside'), ('good', 'condition'), ('the', 'air'), ('good', 'condition'), ('possible', 'check'), ('the', 'motor'), ('gresed', 'because')]","[('NN', 'VBD'), ('NN', 'VBD'), ('NNS', 'VBD'), ('NN', 'VBD'), ('NN', 'VBD'), ('NN', 'VBD'), ('NNS', 'VBD'), ('NN', 'VBD'), ('NN', 'VBD'), ('NN', 'VBD'), ('NN', 'VBD')]","[('JJ', 'NN', 'NN'), ('IN', 'JJ', 'NN'), ('JJ', 'NN', 'NN'), ('IN', 'JJ', 'NN'), ('IN', 'JJ', 'NN'), ('JJ', 'NN', 'NN'), ('IN', 'JJ', 'NN'), ('IN', 'JJ', 'NN')]","[('DT', 'NN'), ('VBZ', 'JJ'), ('JJ', 'NN'), ('JJ', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('JJ', 'NN'), ('JJ', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('JJ', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('JJ', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('VBN', 'RB')]",the ac motor maintains hazardous area ok while ac motor_was not running at moment examined ac motor junction box cover and make sure that all_fasteners_were in_place all_were that ac motor foundation fasteners are_secure the supply cable circuit id marker was in_place measure ac motor earth bonding and was ohms were the ground connection is in_good_condition and free from corrosion was the ac motor lifting point threads are free from and protected against_corrosion no remote start stop for these motors the drives of these motors are water_cooled the motor is air cooled and they ay are ok n a was the motor heater is_working properly using an ammeter n a removed the covers examied cleaned inside was in_good_condition blow the air inside motor all are in_good_condition checked is_working proper all are tight ok no damaged found no_possible check because the motor_was stopped all tools are_removed was working proper was ok was not gresed because need to be running the motors,6,3,19,"[19, 6, 3]",159,0.015677295641036978,0.027472176470383736,0.26303791970340734,0.000825
2017-06-21 07:58:14, Motor luricated in both bearings 40 shots each. Job closed.,222,2220014163726,Prevent Maint,HPMS,MTR,motor luricated in both bearings shots each job closed,"[('job', 'closed')]",[],"[('each', 'job')]","[('NN', 'VBD')]",[],"[('DT', 'NN')]",motor luricated in both bearings shots each job_closed,1,0,0,"[0, 1, 0]",8,0.005269853977294074,0.005269853977293936,0.5372782584527848,0.00527
2017-06-04 05:39:56, 1.checked all the AC drive motor all are ok no cracks or dubris and the nameplate was legible 2. .was not possible started at moment 3.was not possible started at moment 4..was not possible started at moment 5. motor heater is correctly.0.5 amp 6. Visually examine motor blower vent and was cleaned the filters 7. Cleaned filters as required. 8. Made sure that all bolts are present on components listed below: Junction Box Covers Inspection Covers Motor Mounting 09.all cables are in good condition 10. no bolt missing 11there was no problem with cables 12 all grands are in good condition 13. there is no damage to earth bonds,222,2220014163754,Prevent Maint,HPMS,MTR,checked all the ac drive motor all are ok no cracks or dubris and the nameplate was legible was not possible started at moment was not possible started at moment was not possible started at moment motor heater is correctly amp visually examine motor blower vent and was cleaned the filters cleaned filters as required made sure that all bolts are present on components listed below junction box covers inspection covers motor mounting all cables are in good condition no bolt missing there was no problem with cables all grands are in good condition there is no damage to earth bonds,"[('nameplate', 'was'), ('moment', 'was'), ('moment', 'was'), ('filters', 'cleaned'), ('problem', 'with', 'cables')]","[('ac', 'drive', 'motor'), ('examine', 'motor', 'blower'), ('in', 'good', 'condition'), ('in', 'good', 'condition')]","[('ac', 'drive'), ('the', 'nameplate'), ('examine', 'motor'), ('motor', 'mounting'), ('good', 'condition'), ('no', 'bolt'), ('no', 'problem'), ('good', 'condition'), ('no', 'damage')]","[('NN', 'VBD'), ('NN', 'VBD'), ('NN', 'VBD'), ('NNS', 'VBD'), ('NN', 'IN', 'NNS')]","[('JJ', 'NN', 'NN'), ('JJ', 'NN', 'NN'), ('IN', 'JJ', 'NN'), ('IN', 'JJ', 'NN')]","[('JJ', 'NN'), ('DT', 'NN'), ('JJ', 'NN'), ('VBP', 'VBG'), ('JJ', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('JJ', 'NN'), ('DT', 'NN')]",checked all the ac drive motor all are ok no cracks or dubris and the nameplate was legible was not possible started at moment was not possible started at moment was not possible started at moment motor heater is correctly amp visually_examine motor blower vent and was cleaned the_filters_cleaned filters as required made sure that all bolts are present on components listed below_junction box covers inspection covers motor mounting all cables are in_good_condition no bolt missing there was no_problem with cables all grands are in_good_condition there is no_damage to earth bonds,0,2,9,"[9, 0, 2]",91,-0.017355603460519436,-0.01735560346051944,-0.026033422127983784,-0.001928
2017-06-08 05:19:47, Checked the AC motor no dirt or cracks around the motor and name plate is ok. Listen to the motor while running no noise or vibration found. The temperature is ok on motor after checks. The space heaters are operating properly. Visually checked blower no deviations found it. There is no filter installed. No close loop in the cooling system. All bolts were checked and all of them are in place. Checked cables and glands no problem found it. The ground cable is ok.,222,2220014163754,Prevent Maint,HPMS,MTR,checked the ac motor no dirt or cracks around the motor and name plate is ok listen to the motor while running no noise or vibration found the temperature is ok on motor after checks the space heaters are operating properly visually checked blower no deviations found it there is no filter installed no close loop in the cooling system all bolts were checked and all of them are in place checked cables and glands no problem found it the ground cable is ok,"[('vibration', 'found'), ('deviations', 'found'), ('filter', 'installed'), ('bolts', 'were'), ('place', 'checked'), ('problem', 'found')]",[],"[('the', 'ac'), ('no', 'dirt'), ('the', 'motor'), ('is', 'ok'), ('the', 'motor'), ('no', 'noise'), ('the', 'temperature'), ('is', 'ok'), ('the', 'space'), ('are', 'operating'), ('checked', 'blower'), ('no', 'filter'), ('close', 'loop'), ('the', 'cooling'), ('no', 'problem'), ('the', 'ground'), ('is', 'ok')]","[('NN', 'VBD'), ('NNS', 'VBD'), ('NN', 'VBD'), ('NNS', 'VBD'), ('NN', 'VBD'), ('NN', 'VBD')]",[],"[('DT', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('VBZ', 'JJ'), ('DT', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('VBZ', 'JJ'), ('DT', 'NN'), ('VBP', 'VBG'), ('VBN', 'NN'), ('DT', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('VBZ', 'JJ')]",checked the ac motor no_dirt or cracks around the motor and name plate is_ok listen to the motor while running no_noise or vibration found the temperature is_ok on motor after checks the space heaters are operating properly visually_checked blower no_deviations_found it there is no filter_installed no close loop in the cooling system all bolts were checked and all of them are in_place checked cables and glands no_problem found it the ground cable is_ok,1,0,14,"[14, 1, 0]",73,0.0013755916634845323,0.0013755916634845343,0.2269371580020015,9.8e-05
2017-06-10 02:21:51, Checked the AC motor no dirt or cracks around the motor and name plate is ok. Listen to the motor while running no noise or vibration found. Motor temperature DE 38 NDE 36 measured Space heater current measured 0.3 Amps Visually checked blower no deviations found it. There is no filter installed. No close loop in the cooling system. All bolts were checked and all of them are in place. Checked cables and glands no problem found it. The ground cable is ok.,222,2220014163754,Prevent Maint,HPMS,MTR,checked the ac motor no dirt or cracks around the motor and name plate is ok listen to the motor while running no noise or vibration found motor temperature de nde measured space heater current measured amps visually checked blower no deviations found it there is no filter installed no close loop in the cooling system all bolts were checked and all of them are in place checked cables and glands no problem found it the ground cable is ok,"[('deviations', 'found'), ('filter', 'installed'), ('bolts', 'were'), ('place', 'checked'), ('problem', 'found')]",[],"[('the', 'ac'), ('no', 'dirt'), ('the', 'motor'), ('is', 'ok'), ('the', 'motor'), ('no', 'noise'), ('found', 'motor'), ('no', 'filter'), ('close', 'loop'), ('the', 'cooling'), ('no', 'problem'), ('the', 'ground'), ('is', 'ok')]","[('NNS', 'VBD'), ('NN', 'VBD'), ('NNS', 'VBD'), ('NN', 'VBD'), ('NN', 'VBD')]",[],"[('DT', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('VBZ', 'JJ'), ('DT', 'NN'), ('DT', 'NN'), ('VBN', 'NN'), ('DT', 'NN'), ('JJ', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('DT', 'NN'), ('VBZ', 'JJ')]",checked the ac motor no_dirt or cracks around the motor and name plate is_ok listen to the motor while running no_noise or vibration found motor temperature de nde measured space heater current measured amps visually_checked blower no_deviations_found it there is no filter_installed no close loop in the cooling system all bolts were checked and all of them are in_place checked cables and glands no_problem found it the ground cable is_ok,2,0,14,"[14, 2, 0]",70,0.018922947959166575,0.01892294795916656,0.25723154878820215,0.001352
