,combined_text_column,Failure Mechanism_JS,Failure_Mechanism_JS_MAP,Failure_Mechanism_JS_MAP_categorical,Exact_Match_Result_label,Exact_Match_Result_categorical,Unit_Based_FM_Result_label,Unit_Based_FM_categorical,Winner_algorithm_1,Winner_algorithm_2,Winner_algorithm_3,ECOC_MAX_predicted_FM_prevelance_labels_after_multiple_ncols_15,ECOC_MAX_predicted_FM_prev_norm_scrs_ncols_15,Gold_Standard_FM_replaced
48,"MP #1 & MP #2 shut down while drilling ahead. Intermittent fault with MP #1 & #2 BX Titan PRV control panel, causing the pressure readings to spike erratically which caused the mud pumps to shut down. After consulting with NOV and TFS, found that we have spare panel in the warehouse. Configured and installed the panel and got the MP #1 and MP #2 working again. Continued drilling ahead with reduced flow rate with two mud pumps (#3 & #4).",3.2 - Ctrl System - Faulty signal/alarm,Control_System_Failure,5.0,Electrical_Failure,4,Control_System_Failure,5,Electrical_failure,Control_system,Mechanical_failure,multiples,Control_system,Control_system
31,"Failed valve cap seal on mud pump 4 bay 3 suction module whilst drilling 16.5"" x 20"" hole section under MPD conditions. Failed cap seal. Continue to inspect and verify condition at every opportunity. Fluid weep observed from tell tale indication of impending failure of valve cap seal on MP4. TOFs held. MOC process conducted. Controlled change over for mud pump line up. The MPD process means utilizing cementer to pump and allow cement pump to take over booster pump task to allow controlled reduction on drill string flow whilst maintaining back pressure on well. Reducing flow on string whilst XT reamer is in the BHA also triggers re-indexing event on the reamer as string pumps are cycled. Mud pump repaired ""Offline""",2.3 - Material - Wear,Material_Failure,2.0,Control_System_Failure,5,Mechanical_Failure,1,Control_system,Mechanical_failure,Material_failure,Mechanical_failure,Control_system,Material_failure
44,Trouble getting pressure on MP 3 Leak on booster valve. - To be investigated when operation allows valve to be dismantled. RMS job made to repair valve.Checked that the valve are on maintenance plan ok. Stop and restart pump. vent supercharge. Found leaking valve on MP'3 to booster valve,1.1 - Mechanical - Leakage,Mechanical_Failure,1.0,Mechanical_Failure,1,Mechanical_Failure,1,Mechanical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure
70,"Work mud pump # 1 suction module ( center) Remove center suction module. Failure caused by wear and tear resulting from normal operation of the equipment unit  Due to continued leaks on module after seat valve and plug changed decision was made to change the module. After module changed bolts torqued the pump was tested and no leaks observed. Pump is running as intended.----------, Parts Requested from ICS:----------, Parts Requested from ICS:",Mechanical,Mechanical_Failure,1.0,Mechanical_Failure,1,Hydraulic_Failure,3,Mechanical_failure,Hydraulic_failure,Material_failure,multiples,Hydraulic_failure,Mechanical_failure
5,"Suction manifold PRV passing on mud pump #3 Suction PRV has reached the end of its serviceable life. There is no adjustment on this PRV and the spring is no longer strong enough to hold the 70 psi as it should. At the time of the event mud pump #4 was isolated for a similar problem. Downtime caused by the fact we had to stop drilling and circulate until mud pump #4 was de-isolated. Ordered 4 new suction PRV's for the mud pumps on RMS job #2270029176944 De-isolated mud pump #4. Mud pump #3 isolated and removed the suction manifold PRV, mechanic function and pressure tested same with no success. Suction PRV was replaced with an already tested spare. Both suction and discharge filters cleaned. Discharge filter observed to be fairly dirty. Opened the suction and discharge modules and inspected the valves and seats, replaced valve and seat on discharge module #2 - this was not effecting the suction PRV.",2.3 - Material - Wear,Material_Failure,2.0,Hydraulic_Failure,3,Mechanical_Failure,1,Hydraulic_failure,Mechanical_failure,Material_failure,Hydraulic_failure,Hydraulic_failure,Material_failure
17,"Blower motor (B) on mud pump #3 tripped two times @ 16:30 and 16:51 hours causing motor (B) to trip. Due to run speed and pressure of the mud pump, the loss of a motor would cause the mud pump to shut down. Electricians believe that a faulty pressure switch on the mud pump #3 blower (B) is causing the issue. Electricians to continue trouble shooting blower motor (B) on mud pump #3 to verify if the pressure switch is the culprit, or if another problem exists. Pressure switch was replaced, no further issues observed. Also, Engineering group is working with NOV to remove the loss of blower pressure as a Shutdown condition as this is historically treated as a Start Inhibit. Mud pump #3 was able to return to operation by simply turning the mud pump off, and then turning back on. On second shut down of the mud pump the lineup was changed to place Mud Pump #3 on the boost line to reduce the workload on the pump.",3.2 Controls - Faulty Signal/alarm,Control_System_Failure,5.0,Mechanical_Failure,1,Mechanical_Failure,1,Mechanical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure,Control_system
83,"Change out faulty L.O pump pressure gauge Change out faulty L.O Pump Pressure Gauge Equipment did not perform as intended per designed specification and not due to lack of maintenance  Parts Requested from ICS:----------, Found mud pump no# 3 lube oil leak from pressure gauge same changed with new one.",Mechanical,Mechanical_Failure,1.0,Control_System_Failure,5,Mechanical_Failure,1,Control_system,Mechanical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure
14,"Mud pump motor B failed on mud pump 4 whilst drilling 17-1/2"" hole. Mud pump was shut down and operations resumed with remaining 3 mud pumps. This event was the direct cause of improper lubrication to the mud pump motor. This can also be attributed to not following PM procedures, not following PMSR procedures, and also having inadequate reactivation procedures. Other mud pumps bearings evaluated with temperature gun and thermal imaging to verify no hot spots were present. Crews made aware of lubrication procedures for different motors and all motors greased as per these procedures. Mud pump 4 shut down and drilling operations resumed. TOFS and MOC conducted. Mud pump isolated and swapped out with spare motor stored on the rig.",2.6 Material - Overheating,Material_Failure,2.0,Material_Failure,2,Mechanical_Failure,1,Material_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure,Material_failure
75,"Rebuild manual bleed off valve Rebuild manual bleed off valve Normal expected wear and tear from operating equipment as designed  Parts received----------, ** Non Issued Parts Auto Cancelled QTY REQUESTED: 2 QTY ISSUED: 0 DESC: disc rupture specified 5172 psi at 72 f QTY REQUESTED: 2 QTY ISSUED: 0 DESC: wrench rupture disk plug for 31/16 in----------, Parts Requested from ICS:",Material,Material_Failure,2.0,Material_Failure,2,Material_Failure,2,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure
97,"TROUBLESHOOT ABNORMAL TORQUE AND POWER READINGS Breakdown Job Normal expected wear and tear from operating equipment as designed  MUD PUMP RAN FOLLOWING THE REPLACEMENT OF THE PORT SIDE BELT 3A RPM 509 Mact 800 I act 400 V out 347 P out 40 3B RPM 512 Mact Neg 190 I act 395 V out 348 P out Neg 10 MUD PUMP RAN FOLLOWING THE REPLACEMENT OF THE PORT SIDE BELT AND WITH LOAD 3A RPM 393 Mact 3420 I act 512 V out 273 P out 140 3B RPM 394 Mact 2660 I act 475 V out 273 P out 115----------, MEASURED MOTOR CURRENT VALUES AND COMPARED WITH VFD CURRENT READINGS. MP 3A VFD Iact = 392 Motor Phase Measurement 392 Per Phase MP 3B VFD IAct = 396 Motor Phase Readings 396 Per Phase----------, 24/4/18 CNR PUNCHLIST ITEM 304 POWER IMBALANCE BETWEEN A ND B MOTOR We assigned all mud pumps in a controlled manner in order to easily check the Bender feedback. MP1 140k MP3 135K MP4 115K MP5 115K We then ran MP3 up to 80rpm in order to observe the reported difference in torque and power feedback. See link to video which clearly show a large difference in torque and power values basically the values on B motor are always reading negative. I:\Electrical\#3 Mud Pump\Mud Pump 3\20180424_071329.mp4 Note no alarms were activated during the test. Following this we test ran each motor individually and observed the following readings. Motor 3A RPM 206 Mact 400 Nm Iact 380a Vout 140v Pact 10Kw Motor 3B RPM 207 Mact 400 Nm Iact 380a Vout 140v Pact 10Kw Following the discovery of an old email (see attached) which mentions issues with both MP 3 and 5 dating from back in 2011 we ran MP and the following readings were observed. As you can see MP 5 shows similar differences. MP5A. RPM 822.1 Mact 300 Nm Iact 400a Vout 561v Pact 30Kw Motor 5B RPM 820.8 Mact 700 Nm Iact 400a Vout 561v Pact 60Kw For good measure we also checked MP1 and MP4. As you can see MP1 looks fairly balanced however MP4 shows similar differences in Torque and Power. Motor 1A RPM 820 Mact 500 Nm Iact 400a Vout 560v Pact 45Kw Motor 1B RPM 820 Mact 500 Nm Iact 400a Vout 560v Pact 45Kw MP4A. RPM 821 Mact 700 Nm Iact 400a Vout 560v Pact 61Kw Motor 4B RPM 822 Mact 400 Nm Iact 400a Vout 560v Pact 32Kw----------, MUD PUMP 3 RAN WITH LOAD. 3A RPM 810 Mact 3660 I act 515 V out 559 P out 321 3B RPM 820 Mact 2050 I act 450 V out 562 P out 178----------, Folloing the discovery of emails dating back from 2009/20011 which indicated that incorrect belt and pulley allignmnet was the probable cause of the issue it was decided to check mud pump 3. Motor isolated for mechanical checks THE FOLLOWING READINGS WERE TAKEN FOLLOWING THE FIRST MECHANICAL ADJUSTMENT Motor 3A RPM 815 Mact 1510 Nm Iact 416a Vout 558v Pact 128Kw Motor 3B RPM 824 Mact Neg 530 Nm Iact 404a Vout 561v Pact Neg 47Kw----------, FOLLOWING THE FINAL TEST MAINT SUP WAS ABLE TO CLOSE OUT THE ISSUE WITH CLIENT.----------, Checked belt alignment; 3a found slightly off one turn of the adjustment screw made the alignment of motor visually perfect using a wire clamped from one sheave to the other. Belt tension checked at 85 psi. 3b aligned earlier.----------, THE FOLLOWING READINGS WERE TAKEN FOLLOWING THE 2ND MECHANICAL ADJUSTMENT OF MP3. Motor 3A RPM 815 Mact 1500 Nm Iact 420a Vout 558v Pact 130Kw Motor 3B RPM 823 Mact Neg 500 Nm Iact 405a Vout 560v Pact Neg 45Kw----------, THE FOLLOWING READINGS WERE TAKEN FOLLOWING THE 1ST MECHANICAL ADJUSTMENT OF MP4. Motor 4A RPM 815 Mact 1500 Nm Iact 420a Vout 558v Pact 130Kw Motor 4B RPM 823 Mact Neg 500 Nm Iact 405a Vout 560v Pact Neg 45Kw",Electrical,,,Electrical_Failure,4,Mechanical_Failure,1,Electrical_failure,Mechanical_failure,Mechanical_failure,multiples,Electrical_failure,Electrical_failure
86,"Mud Pump #3 - adjust belt tension Meassure and adjust belt tension Common cause / mode  Found Stbd side Belt need adjusting. Loosen all electric motor mounted bolts and Adjusted STBD side belt . Checked belt tension with hydraulic tool and all is in tolerance 7/8 movement with 205psi pressure Tightened El.motor bolt to 1850 Ft/Lb . Removed all tools from work site and done housekeeping. Deisolated pump. unit back in service.----------, observed while running .checked for alarms and all okay.----------, Due to belt slip alarm checked belt tension Found Port side Belt slack Adjustment of belt is ongoing Adjusted Port side belt pulled slide motor plate for approx.. 1314 mm Checked belt tension with hydraulic tool and all is in tolerance 7/8 movement with 200 psi pressure Tightened El.motor bolt to 1850 Ft/Lb",Mechanical,Mechanical_Failure,1.0,Mechanical_Failure,1,Material_Failure,2,Mechanical_failure,Material_failure,Material_failure,Material_failure,Material_failure,Mechanical_failure
20,"While drilling 12 1/4"" hole mud pump #2 went down due to swab. Prior to completion of swab change out another swab on mud pump #3 failed thus drilling ops ceased due to not being able to provide sufficient flow. Hours on swabs were 500h and 336h normal wear and tear Reviewed hours on remaining swab and assessed reduction in hour requiring change out Picked up off bottom / continued circulating with mud pump # 1 and changed out failed swabs",2.3 Material - Wear,Material_Failure,2.0,Material_Failure,2,Material_Failure,2,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure
43,"Pumping slug with MP 3: Set speed ref to 5 spm, actual 10 spm. Reduced speed ref to 0 spm, actual 10 spm. Engaged e-stop. Switched over VFD to MP 1. Root Cause not Identified - Not able to re-produce fault. (Could be that mud pums with low speed ref, has stopped on piston stroke flag, and the motor has moved back and forth against this flag, which is trigging a prox. - This issue has been tested with same speed ref, and is working every time. (Not able to re-produce fault). Tested, and not able to re-produce this fault. Switched to MP 1 and pumped slug",3.2 - Ctrl System - Faulty signal/alarm,Control_System_Failure,5.0,Control_System_Failure,5,Mechanical_Failure,1,Control_system,Mechanical_failure,Control_system,Control_system,Control_system,Control_system
11,Having downhole detection issues while running Mud pump #2 and #3 while repairing #1 Hex pump fluid end. Wear on pump parts. Change out high hour parts on Mud Pumps. Change out valves and seats in # 1 Mud Pump,2.3 Material - Wear,Material_Failure,2.0,Material_Failure,2,Material_Failure,2,Material_failure,Material_failure,Material_failure,Mechanical_failure,Material_failure,Material_failure
77,"Replace rupture disk on MP#4 Change disk on MP#4 WOM valve. The equipment was operated beyond capacity of the Equipment Technical Specifications.  Parts Requested from ICS:----------, Installed new disk on MP4.",Material,Material_Failure,2.0,Electrical_Failure,4,Material_Failure,2,Electrical_failure,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure
28,"While drilling 12 1/4 hole at depth 2401m, observed fluid discharging from top of Pulsation dampener on #2 mud pump.. Bladder in dampener failed. Loss of pressure. Follow RMS procedures, regular checks while in use. Age of bladder that we replaced was 20 months. Last replaced 23rd March 2018. TOFS. Shut down pumps and isolate #2 mud pump. Circulate clean and POOH to shoe. Start replacement of bladder in pulsation dampener. Replace same.",2.5 - Material - Fatigue,Material_Failure,2.0,Material_Failure,2,Material_Failure,2,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure
84,"Troubleshoot and repair MP#1B blower issue Troubleshoot and repair MP#1B blower issue Failure caused by wear and tear resulting from normal operation of the equipment unit  Continued with assembling of blower and filter housing . re Installed Impeller filter housing tested at deck rigged up in place wired up heat shrinked damaged wires of incoming cable Test ran blower unit for an hour Measured and recorded amps and bearing temperature of DE and NDE bearings No abnormal Noise . All good. De isolated closed the paper work. IR Value 25 M ohms 14.5 Amps equal DE /NDE 39°C /35°C start of test DE/NDE 44.5°C /37°C End of test .----------, Dismantled the blower unit observed the abnormal sound from motor replaced both bearings with 6309 C3 from shipyard spares motor is ready and reassembling on going----------, 03042017 Observed there was a strange noise coming from blower housing and planned to repair blower with the available parts . The task been carried as below . 1.Raised PTW and EISO for the task . 2.Arranged lifting gears shackles from deck crew . 3.Disconnected motor at Terminal box and removed the cable gland . Secured the cable in the tray . 4.Disconnected earth cable from the motor body . 5.Disjointed the Blower & motor assembly from main motor . 6.Lifted with movable chain block and brought it down to deck . 7.Opened up filter housing and rotated the impeller by hand and looked for any visible problems . 8.Meggered the motor and measured winding resistance . 151 Mohms and winding resistance are equal .",Electrical,Electrical_Failure,4.0,Electrical_Failure,4,Electrical_Failure,4,Electrical_failure,Electrical_failure,Material_failure,multiples,Electrical_failure,Electrical_failure
3,"TOFS taken to deal with multiple HEX Pump fluid end valve/seat/swab failures plus standpipe valve leaking while drilling. Drilling with over 6300psi, Fluid end valve and seats, swabs on all pumps plus #4 Hex Pump #2 standpipe leaking. Valves and swabs within their change-out hrs. Replaced valves/seats/swabs and repair kit on #4 HEX pump #2 standpipe valve.",1.1 - Mechanical - Leakage,Mechanical_Failure,1.0,Mechanical_Failure,1,Material_Failure,2,Mechanical_failure,Material_failure,Material_failure,Material_failure,Material_failure,Mechanical_failure
24,Observed leak on piston number #1 on MP #2. Also observed noise from piston #2. Worn piston / washout. Evaluate to change piston on a more frequent hrs. Decided to replace both pistons. Isolated MP and changed piston on cylinder 1 & 2 on MP #2,2.3 - Material - Wear,Material_Failure,2.0,Material_Failure,2,Material_Failure,2,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure
35,During drilling operations a drilling fluid leak was observed on one of the cylinders. Component wear. Unable to maintain drilling flow rate as one of the mud pumps was getting the drive motor changed out. 2 mud pumps down simultaneously. nan Changed out worn fluid end components - new Liner and piston fitted.,2.3 - Material - Wear,Material_Failure,2.0,Material_Failure,2,Mechanical_Failure,1,Material_failure,Mechanical_failure,Material_failure,Material_failure,Material_failure,Material_failure
19,Mud pump #2 boost valve leaking. Wear and cuts on inside components of boost valve. nan Change out inside components of mud pump #2 boost valve.,2.3 Material - Wear,Material_Failure,2.0,Material_Failure,2,Mechanical_Failure,1,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure
21,During drilling operation mud pump #1 #1 piston failed due to a wash wear and tare and high mud temperatures More regular checks isolate mud pump and change out piston for new,2.3 Material - Wear,Material_Failure,2.0,Material_Failure,2,Material_Failure,2,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure,Material_failure
73,"OOS 2018 Dietswell Punchlist Item No13 OOS 2018 Integrated Punchlist Item 12 Repair or Replace the leaking Lube Oil Pump on No2 Mud Pump Normal expected wear and tear from operating equipment as designed  Parts Requested from ICS:----------, Repairs carried out by Alen Lopes & Joytesh Shah. ' 1. Isolated Mud Pump & verified isolation. 2. Removed L.O Pump coupling guard and pump from skid. 3. Cleaned up all pipework and pump base. 4. Installed new pump and pipework. 5. Deisolated & function tested L.O Pump. 6. Pump relief valve was set up. 7. Pump run for 15 mins with discharge pressure recorded at 90psi. 8. No leaks observed during this test. 9. The 12 hrs recorded under Andrew Christie are for Alen & Joytesh's time as they do not have RMS log in details.",Mechanical,Mechanical_Failure,1.0,Mechanical_Failure,1,Mechanical_Failure,1,Mechanical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure,Mechanical_failure
65,"Order complete blower assembly for the mud pump and replace the degrading ones. Order complete blower assembly for the mud pump and replace the degrading ones. None of the above codes applies. Specify cause as free text.  I have added a min/max of 0/1 for a complete blower assembly as this is a stock item. In light of this I am closing this job out.----------, This job is being made for ordering a complete blower motor assembly for the degrading ones.Recently we had a degrading mud pump blower and this is being fixed on job number 165253 by assembling the motor and impellor available as we dont complete assembly which is properly balanced.These units need a good balancing for long life without abnormal vibrations.Balancing cannot be achieved onboard. Since we dont have complete mud pump blower assembly.We will need to order this one to replace a degrading one.Then we might get a chance to rotate the other blower assembly locally and get it refurbished.This tag for mud pump is used only ordering the new assembly.",Material,Material_Failure,2.0,Mechanical_Failure,1,Mechanical_Failure,1,Mechanical_failure,Mechanical_failure,Material_failure,multiples,Electrical_failure,Material_failure
9,"Electronic relief valve on mud pump no 3 was activated during a connection. There was no indication that to high pressure was the cause. Not able to reset the relief valve. Damage pressure transmiter caused the BX Titan valve to open. When this condition happens the BX Titan valve is programmed to go into fail safe mode and fail safe is open valve; fail safe open. Failed Pressure transmitter is send onshore to NOV/Vendor for analyses. MSN nr 1032000054 and NOV ticket 808994. Review maintenance history in RMS for POP OFF on mud pump 1-2-3 from installation in 2016 and until now and see if the maintenance is correct or if modification is needed. Lesson Learned AAR is to be informed to Drill Crew and Technical Crew so if this fault happened again we are reducing the off line time for this equipment Attempting to reset pop off several times. The alarms ""Discharge pressure signal fault"" and ""Titan BX valve tripped"" could be read on the contoller box. Trouble shooting in both the BX Controller box/cabinet and the pressure transmitter to try to pin point the problem. At the same time the mechanich was looking into solutions to use the air from the manifold box controlling the pop off nr 2, to keep the pop off open with that signal. Electrician was able to measeure the signal from the pressure transmitter and found out this was not working. Replaced pressure transmiter on MP #3 and the pop off valve closed.",3.3 Control System - Calibration Error,Control_System_Failure,5.0,Control_System_Failure,5,Mechanical_Failure,1,Control_system,Mechanical_failure,Material_failure,Control_system,Control_system,Control_system
